T25,R,P1,permafrost,/ˈpɜrməˌfrɔst/ - noun,A thick subsurface layer of soil that remains frozen throughout the year,یخ‌زدگی دائمی,Geologists think that the fluidized ejecta indicates a layer of permafrost just below the surface.,"منجمد دائمی
permafrost
---
permafrost
noun
لایه منجمد دائمي اعماق زمین

لایه منجمد دائمي اعماق زمین: permafrost 0
_______________________
لایه یخ زده دایمی زمین، لایه منجمد دائمی اعماق زمین (درمنطقه منجمده)،معماری:همیشه یخبسته،علوم نظامی:پوسته یا لایه منجمد زمین",[sound:TPO25/permafrost.mp3]
T25,R,P2,resurgence,/rɪˈsɜːrdʒəns/ - noun,An increase or revival after a period of little activity,احیا,The late thirteenth century saw a resurgence of economic activity in northern Italian cities.,"تجدید حیات
resurgence
---
resurgence
noun
تجدید حیات, تجدید فعالیت, بازخیز

تجدید حیات: resurgence, revitalization, rebirth, rejuvenescence, renascence, revivification 18
تجدید فعالیت: resurgence, pickup 1
بازخیز: resurgence 0
_______________________
بازخیز، تجدید حیات، تجدید فعالیت، طغیان مجدد",[sound:TPO25/resurgence.mp3]
T25,R,P2,had taken over,/həd ˈteɪkən ˈoʊvər/ - verb,Had assumed control or dominance,به دست گرفتن کنترل,"By the seventeenth century, other European powers had taken over from the Italian cities.","تصاحب کرده بود
had taken over
---
",[sound:TPO25/had_taken_over.mp3]
T25,R,P2,intermediary,/ˌɪntərˈmiːdiˌɛri/ - adj,Acting as a mediator or agent between parties,واسطه,Venice lost its intermediary functions in the Adriatic Sea to direct trading.,"واسطه
intermediary
---
intermediary
noun
وساطت, میانجی, وساطت کننده, مداخله کننده

وساطت: mediation, intermediary, agency, intercession, intermediacy, interposition 100
میانجی: mediator, intermediary, intermediate, moderator, arbitrator, intercessor 5
وساطت کننده: intermediary 0
مداخله کننده: intermediary, intermediate, marplot, tamperer 0
_______________________
واسطه، میانجی، وساطت کننده، مداخله کننده، وساطت، مداخله،بازرگانی:وساطت کننده، واسطه",[sound:TPO25/intermediary.mp3]
T25,R,P2,row,/roʊ/ - verb,To propel a boat forward using oars,پارو زدن,Free citizens served compulsorily when called to row the galleys.,"ردیف
row
---
row
noun
ردیف, سطر, صف, خط, رج, قطار, راسته, رده, ریسه, قیل و قال, ردیف چند خانه

ردیف: row, line, tier, string, rank, series 44
سطر: row, line, by-line 14
صف: queue, lineup, row, array, rank, cue 0
خط: line, script, streak, writing, track, row 0
رج: row 0
قطار: train, row, tandem, file, rank, string 0
راسته: order, row, phylum 0
رده: category, class, line, tier, series, row 0
ریسه: row, chain 0
قیل و قال: fracas, row, jangle, noise, ruction 0
ردیف چند خانه: row 0
_______________________
row
verb
ردیف کردن, پارو زدن, راندن, قرار دادن, بخط کردن

ردیف کردن: align, row, tier 0
پارو زدن: oar, scull, paddle, row 0
راندن: drive, drive away, steer, force, run, row 0
قرار دادن: put, locate, place, set, include, row 0
بخط کردن: row 0
_______________________
ردیفردیف مین، پارو زدن، راندن، سطر، رج، قطار، راسته، صف، ردیف چند خانه، ردیف کردن، قرار دادن، به خط کردن، قیل و قال،علوم مهندسی:سری،کامپیوتر:سطر،قانون فقه:نزاع،روانشناسی:ردیف،علوم هوایی:ردیف،علوم نظامی:صف",[sound:TPO25/row.mp3]
T25,R,P2,galley,/ˈɡæli/ - noun,A large ship propelled by oars,کشتی پارویی,Recruiting sailors to row the galleys was not a problem in the fifteenth century.,"آشپزخانه کشتی
galley
---
galley
noun
اشپزخانه, رانکا, رامکا

اشپزخانه: kitchen, galley, cookery 2
رانکا: galley 0
رامکا: galley 0
_______________________
کشتی پارویی یا بادبانی قرون وسطی، (در چاپخانه) نمونه ستونی و صفحه بندی نشده مطالب چاپی، رانکا، رامکا، (در کشتی) اشپزخانه،ورزش:اشپزخانه قایق،علوم نظامی:اشپزخانه کشتی،علوم دریایی:اشپزخانه",[sound:TPO25/galley.mp3]
T25,R,P2,oar,/ɔr/ - noun,A long pole with a flat blade used to row or steer a boat,پارو,Galleys were large ships propelled by oars.,"پارو
oar
---
oar
noun
پارو

پارو: oar, shovel, paddle, snow shovel 40
_______________________
oar
verb
پارو زدن

پارو زدن: oar, scull, paddle, row 2
_______________________
پارو زدن،ورزش:پاروoar 1 :علوم دریایی:پاروoar 2 :علوم دریایی:پارو زدن",[sound:TPO25/oar.mp3]
T25,R,P2,guild,/ɡɪld/ - noun,An association of craftsmen or merchants,صنف، انجمن,Guilds were required to provide rowers for the galleys.,"صنفی
guild
---
guild
noun
انجمن, صنف, اتحادیه, رسته, محل اجتماع اصناف

انجمن: association, community, society, assembly, council, guild 14
صنف: guild, caste, fraternity, order 3
اتحادیه: union, league, guild, confederacy, fraternity, circuit 0
رسته: category, class, guild 0
محل اجتماع اصناف: guild, guildhall 0
_______________________
رسته، صنف، انجمن، اتحادیه، محل اجتماع اصناف،بازرگانی:انجمن،علوم نظامی:رسته",[sound:TPO25/guild.mp3]
T25,R,P2,were required to provide,/wɜr rɪˈkwaɪərd tə prəˈvaɪd/ - verb,Had an obligation to supply,موظف به تأمین بودند,Guilds were required to provide rowers for the galleys.,"ملزم به ارائه شدند
were required to provide
---
",[sound:TPO25/were_required_to_provide.mp3]
T25,R,P2,round-hulled,/raʊnd hʌld/ - adj,Ships with round hulls providing more cargo space,دارای بدنه گرد,The move to round-hulled ships reduced the demand for rowers.,"بدنه گرد
round-hulled
---
",[sound:TPO25/round-hulled.mp3]
T25,R,P2,proved to be a greater and greater problem,/pruːvd tə bi ə ˈɡreɪtər ənd ˈɡreɪtər ˈprɑːbləm/ - verb,Became increasingly problematic,به مشکلی بیشتر و بیشتر تبدیل شد,The shortage of crews proved to be a greater and greater problem.,"ثابت کرد که یک مشکل بزرگتر و بزرگتر است
proved to be a greater and greater problem
---
",[sound:TPO25/proved_to_be_a_greater_and_greater_problem.mp3]
T25,R,P2,maritime,/ˈmærɪˌtaɪm/ - adj,"Related to the sea, especially in relation to seafaring",دریایی,Venice appealed to its tradition of maritime greatness to solve the crew shortage.,"دریایی
maritime
---
maritime
adjective
دریایی, بحری, وابسته به بازرگانی دریایی, وابسته بدریانوردی

دریایی: marine, maritime, nautical, pelagic, pelagian, thalassic 47
بحری: maritime, marine 0
وابسته به بازرگانی دریایی: maritime 0
وابسته بدریانوردی: maritime 0
_______________________
ناوگان مستقل دریایی، وابسته به بازرگانی دریایی، وابسته بدریانوردی، استان بحری یاساحلی،علوم نظامی:ناوگان دریایی دریایی",[sound:TPO25/maritime.mp3]
T25,R,P2,greatness,/ˈɡreɪtnəs/ - noun,The quality of being great or distinguished,بزرگی,"Despite the appeal to Venice’s tradition of maritime greatness, the crew shortage persisted.","عظمت
greatness
---
greatness
noun
عظمت, فرهی, سربزرگی, سرافرازی

عظمت: greatness, grandeur, glory, magnificence, immensity, vastness 57
فرهی: grandeur, greatness, pomp 0
سربزرگی: dignity, greatness 0
سرافرازی: pride, greatness, lordliness, proudness 0
_______________________
بزرگی، عظمت، زیادی",[sound:TPO25/greatness.mp3]
T25,R,P2,elicit,/ɪˈlɪsɪt/ - verb,To evoke or draw out a response or reaction,استخراج کردن,Doubling sailors’ wages did not elicit an increased supply.,"برانگیختن
elicit
---
elicit
verb
بیرون کشیدن, استخراج کردن, استنباط کردن

بیرون کشیدن: evoke, extract, draw, elicit, solicit, aspirate 0
استخراج کردن: extract, exploit, elicit, draw out, educe, pan 0
استنباط کردن: infer, deduce, construe, divine, educe, elicit 0
_______________________
بیرون کشیدن، استخراج کردن، استنباط کردن،روانشناسی:فراخواندن",[sound:TPO25/elicit.mp3]
T25,R,P2,scarcity,/ˈskɛrsɪti/ - noun,The state of being in short supply,کمبود,"Timber ran short, leading to a scarcity of materials for shipbuilding.","کمبود
scarcity
---
scarcity
noun
کمیابی

کمیابی: scarcity, rarity, paucity, poverty, infrequency, famine 36
_______________________
کمبود، کمیابی",[sound:TPO25/scarcity.mp3]
T25,R,P2,timber,/ˈtɪmbər/ - noun,Wood prepared for use in building and carpentry,الوار,"Timber ran short, necessitating procurement from farther away.","چوب
timber
---
timber
noun
چوب, الوار, کنده, تیر, درخت الواری, صدای خشک, طنیندار شبیهصدای زنگ

چوب: wood, stick, timber, bat, rod, shaft 36
الوار: timber, lumber, planking 15
کنده: log, block, chump, timber, clog, stub 0
تیر: bar, shot, arrow, firing, fire, timber 0
درخت الواری: timber 0
صدای خشک: timber 0
طنیندار شبیهصدای زنگ: timber 0
_______________________
timber
verb
با الوار و تیر پوشاندن

با الوار و تیر پوشاندن: timber 0
_______________________
الوار، چوبکنده، درخت الواری، صدای خشک، ناهنجار، طنین دار شبیه صدای زنگ، با الوار و تیر پوشاندن،علوم مهندسی:تیر چوبی،معماری:چوب ساختمانی،زیست شناسی:الوار،علوم دریایی:دنده عرضی",[sound:TPO25/timber.mp3]
T25,R,P2,ran short,/ræn ʃɔrt/ - verb,Became insufficient in quantity,کم شد,"Timber ran short, requiring Venice to look for supplies farther away.","کوتاه دوید
ran short
---
",[sound:TPO25/ran_short.mp3]
T25,R,P2,procure,/prəˈkjʊr/ - verb,"To obtain something, especially with effort or difficulty",تهیه کردن,Timber had to be procured from the foothills of the Alps and beyond.,"تهیه کنند
procure
---
procure
verb
خریدن, بدست اوردن, تحصیل کردن, جاکشی کردن, خرید کردن

خریدن: buy, purchase, procure, bargain, invest, make a purchase 0
بدست اوردن: get, obtain, gain, reap, procure, acquire 0
تحصیل کردن: study, achieve, earn, get, procure, win 0
جاکشی کردن: pander, pimp, procure 0
خرید کردن: buy, purchase, shop, make a purchase, procure, invest 0
_______________________
تهیه و تحویل اماد، به دست اوردن، تهیه کردن، فراهم کردن، بدست اوردن، تحصیل کردن، جاکشی کردن،بازرگانی:تهیه کردن،علوم نظامی:تدارک کردن",[sound:TPO25/procure.mp3]
T25,R,P2,fir,/fɜr/ - noun,"A type of tree, particularly valued for shipbuilding",نراد,The Italian peninsula once had great forests of fir for warships.,"صنوبر
fir
---
fir
noun
شاه درخت

شاه درخت: fir 27
_______________________
(گ.ش). صنوبر، شاه درخت،معماری:صنوبر",[sound:TPO25/fir.mp3]
T25,R,P2,warships,/ˈwɔrˌʃɪps/ - noun,Ships designed for warfare,کشتی‌های جنگی,Fir was preferred for building warships.,"کشتی های جنگی
warships
---
warship
noun
ناو جنگی, کشتی جنگی

ناو جنگی: warship, war vessel 57
کشتی جنگی: warship, battleship, war vessel, navy, man-of-war 29
_______________________
(=war vessel)کشتی جنگی، ناو جنگی",[sound:TPO25/warships.mp3]
T25,R,P2,as early as,/æz ˈɜrli æz/ - phrase,Referring to a time period as far back as,حتی در اوایل,Scarcity of timber was apparent as early as the early fourteenth century.,"همان اوایل
as early as
---
هر چه بیشتر، هر چه زودتر",[sound:TPO25/as_early_as.mp3]
T25,R,P2,oak,/oʊk/ - noun,A type of tree used for strong and durable wood,بلوط,Private shipbuilders were required to buy their oak abroad.,"بلوط
oak
---
oak
noun
بلوط, چوب بلوط, زان

بلوط: oak, chestnut, glans 66
چوب بلوط: oak 10
زان: oak 0
_______________________
(گ.ش). بلوط، چوب بلوط",[sound:TPO25/oak.mp3]
T25,R,P2,clung,/klʌŋ/ - verb (past tense),Held onto something tightly or adhered strongly,چسبیدند,Venice clung to its outdated standards in shipbuilding.,"چسبیده
clung
---
clung
adjective
چسبیده, متصل شده

چسبیده: sticking, clinging, clung, sticky, sessile, adhesive 30
متصل شده: clung, syndetic 15
_______________________
چسبیده، متصل (شده)",[sound:TPO25/clung.mp3]
T25,R,P2,was regarded as a short one,/wəz rɪˈɡɑrdɪd æz ə ʃɔrt wʌn/ - phrase,Was considered a small or easy step,به عنوان یک گام کوتاه تلقی می‌شد,The step from buying foreign timber to buying foreign ships was regarded as a short one.,"کوتاه در نظر گرفته شد
was regarded as a short one
---
",[sound:TPO25/was_regarded_as_a_short_one.mp3]
T25,R,P2,stretched out,/strɛtʃt aʊt/ - verb,Extended over a longer period,کش آمد، طولانی شد,Work was stretched out and done poorly at the Arsenale.,"کشیده شد
stretched out
---
stretch out
verb
طولانی کردن

طولانی کردن: lengthen, prolong, extend, stretch out, draw out, elongate 2
_______________________
",[sound:TPO25/stretched_out.mp3]
T25,R,P2,-built and -owned,/bɪlt ənd oʊnd/ - adj,Constructed and possessed by,ساخته و متعلق به,The privileges reserved for Venetian-built and -owned ships were extended to others.,"-ساخت و دارای مالکیت
-built and -owned
---
",[sound:TPO25/-built_and_-owned.mp3]
T25,R,P2,privileges reserved for,/ˈprɪvəlɪdʒɪz rɪˈzɜrvd fɔr/ - noun,Special rights kept for certain people,امتیازات محفوظ برای,The privileges reserved for Venetian-built and -owned ships were extended to foreign vessels.,"امتیازات برای
privileges reserved for
---
",[sound:TPO25/privileges_reserved_for.mp3]
T25,R,P2,conventional,/kənˈvɛnʃənl/ - adj,Based on or in accordance with general agreement or practice,متداول,The conventional explanation for the loss of Venetian dominance was the Portuguese sea route.,"متعارف
conventional
---
conventional
adjective
قرار دادی, مطابق ایین وقاعده, پیرو سنت ورسوم

قرار دادی: bespoke, conventional, contractual, arbitrary, formal, bespoken 0
مطابق ایین وقاعده: conventional 0
پیرو سنت ورسوم: conventional 0
_______________________
مرسوم، رایج، متداولمتعارف، عرفی، قراردادی، مطابق آیین وقاعده، پیرو سنت ورسوم، جنگ افزارهای معمولی (غیر اتمی)،عمران:مورد قبول عامه،قانون فقه:قراردادی،روانشناسی:قراردادی،علوم نظامی:جنگ افزارهای معمولی",[sound:TPO25/conventional.mp3]
T25,R,P2,cut off,/kʌt ɔf/ - verb,"Stopped or discontinued, especially forcibly",قطع شدن,The trans-Arabian caravan route was cut off by political unrest.,"قطع کردن
cut off
---
cut off
verb
قطع کردن, بریدن, زدن, محروم کردن, جدا کردن

قطع کردن: cut off, cut, disconnect, interrupt, intercept, traverse 2
بریدن: cut, slice, sliver, carve, cut off, chop 0
زدن: touch, hit, beat, slap, strike, cut off 0
محروم کردن: deprive, exclude, divest, evacuate, cut off, foreclose 0
جدا کردن: separate, unzip, disconnect, detach, intercept, cut off 0
_______________________
جدا کردن، قطع کردنروانشناسی:برش،بازرگانی:درنگ",[sound:TPO25/cut_off.mp3]
T25,R,P2,spices,/spaɪsɪz/ - noun,Aromatic substances used to flavor food,ادویه,Venice’s role as a storage center for spices decayed over time.,"ادویه جات ترشی جات
spices
---
spices
noun
ادویه ها

ادویه ها: spices 0
_______________________
",[sound:TPO25/spices.mp3]
T25,R,P2,dyes,/daɪz/ - noun,Substances used to add color to materials,رنگ‌ها,Venice’s monopoly in markets for dyes decayed by the early seventeenth century.,"رنگ ها
dyes
---
dye
noun
رنگ, رنگ زنی

رنگ: color, paint, dye, hue, tint, pigmentation 51
رنگ زنی: dye 0
_______________________
dye
verb
رنگ کردن

رنگ کردن: paint, color, dye, taint, besmear, stain 1
_______________________
رنگ، ماده رنگی، مواد رنگی و رنگرزی،علوم مهندسی:جوهر،شیمی:رنگینه",[sound:TPO25/dyes.mp3]
T25,R,P2,decayed,/dɪˈkeɪd/ - verb,Deteriorated or declined over time,خراب شد، زوال یافت,Venice’s role as a storage center for various goods decayed over time.,"پوسیده شده است
decayed
---
decayed
adjective
فاسد, ضایع

فاسد: corrupt, rotten, evil, perverse, vicious, decayed 21
ضایع: spoiled, addle, damaged, decayed, rotten 0
_______________________
",[sound:TPO25/decayed.mp3]
T25,R,P2,monopoly,/məˈnɑpəli/ - noun,Exclusive control over the trade or supply of a commodity,انحصار,Venice had lost its monopoly in markets such as France and southern Germany.,"انحصار
monopoly
---
monopoly
noun
انحصار, امتیاز انحصاری, کالای انحصاری

انحصار: monopoly, restriction, circumscription 43
امتیاز انحصاری: concession, monopoly 0
کالای انحصاری: monopoly 0
_______________________
انحصارمونوپولی، انحصار فروش، حق، امتیاز انحصاری، کالای انحصاری،قانون فقه:کالای انحصاری،روانشناسی:انحصار،بازرگانی:انحصار فروش",[sound:TPO25/monopoly.mp3]
T25,R,P2,outclassed,/aʊtˈklæst/ - verb,Surpassed in quality or performance,از لحاظ کیفیت برتر بودن,Venetian shipping was outclassed by the end of the century.,"از کلاس خارج شد
outclassed
---
outclass
verb
برتری داشتن بر, از حیی مرتبه و طبقه برتری داشتن

برتری داشتن بر: excel, outclass 2
از حیی مرتبه و طبقه برتری داشتن: outclass 1
_______________________
دارای مقام بلندتری بودن از، از حیث مرتبه و طبقه برتری داشتن بر، برتری داشتن بر،ورزش:شکست فاحش حریف",[sound:TPO25/outclassed.mp3]
T25,R,P2,conservatism,/kənˈsɜrvəˌtɪzəm/ - noun,Commitment to traditional values and resistance to change,محافظه‌کاری,Italian shipping declined due to conservatism and loss of expertise.,"محافظه کاری
conservatism
---
conservatism
noun
محافظه کاری, سیاست محافظه کاری

محافظه کاری: conservatism, Toryism 17
سیاست محافظه کاری: conservatism 0
_______________________
محافظه کاریمحافظه گرائی، سیاست محافظه کاری،قانون فقه:محافظه کاری،روانشناسی:محافظه کاری،بازرگانی:سیاست محافظه کاری",[sound:TPO25/conservatism.mp3]
T25,R,P2,deserting,/dɪˈzɜrtɪŋ/ - verb,Abandoning a duty or post,فرار کردن، ترک کردن,Italian sailors were deserting and emigrating.,"متروک شدن
deserting
---
desert
verb
ول کردن, ترک کردن, گریختن

ول کردن: give up, quit, desert, discard, forsake, leave 0
ترک کردن: leave, relinquish, give up, pull out, disuse, evacuate 0
گریختن: escape, flee, slip, run away, abscond, desert 0
_______________________
",[sound:TPO25/deserting.mp3]
T25,R,P2,nobles,/ˈnoʊbəlz/ - noun,People of high social rank,اشراف,Captains were no longer recruited from the ranks of nobles.,"بزرگواران
nobles
---
nobles
noun
خواص

خواص: properties, attributes, virtues, confidants, gentlefolks, nobles 0
_______________________
",[sound:TPO25/nobles.mp3]
T25,R,P3,evolutionary origin,/ˌiːvəˈluːʃəˌneri ˈɔːrɪdʒɪn/ - noun phrase,The beginning or emergence of plants through the process of evolution,منشاء تکاملی,The evolutionary origin of plants traces back to ancient algae.,"منشا تکاملی
evolutionary origin
---
",[sound:TPO25/evolutionary_origin.mp3]
T25,R,P3,give rise,/ɡɪv raɪz/ - verb phrase,To cause or lead to the development of something,ایجاد کردن,The ancient algae gave rise to modern plants.,"ایجاد کند
give rise
---
",[sound:TPO25/give_rise.mp3]
T25,R,P3,presumably,/prɪˈzuːməbli/ - adverb,Supposedly or assumed to be true based on available evidence,احتمالاً,"These ancestors presumably lacked true roots, stems, and leaves.","احتمالا
presumably
---
presumably
adverb
احتمالا

احتمالا: likely, presumably, maybe, haply, belike 26
_______________________
احتمالا",[sound:TPO25/presumably.mp3]
T25,R,P3,ancestral,/ænˈsestrəl/ - adjective,Relating to or inherited from an ancestor,اجدادی,Ancestral plants were similar to today's green algae.,"اجدادی
ancestral
---
ancestral
adjective
اجدادی, نیایی

اجدادی: ancestral, lineal 32
نیایی: ancestral 0
_______________________
نیایی، اجدادی",[sound:TPO25/ancestral.mp3]
T25,R,P3,supposition,/ˌsʌpəˈzɪʃən/ - noun,An uncertain belief or hypothesis,فرضیه,This supposition is based on genetic evidence.,"فرض
supposition
---
supposition
noun
فرض, تصور, گمان, احتمال, فرضیه, انگاشتی, پندار, انگاشت

فرض: assumption, hypothesis, presumption, supposition, obligation, guess 23
تصور: imagination, idea, conception, notion, image, supposition 4
گمان: doubt, thought, guess, opinion, conjecture, supposition 1
احتمال: possibility, probability, contingency, eventuality, presumption, supposition 1
فرضیه: hypothesis, supposition, accidentalism 0
انگاشتی: supposition 0
پندار: opinion, notion, thought, supposition 0
انگاشت: supposition, assumption, imagination 0
_______________________
فرض، تصور، احتمال، گمان، پندار، انگاشت، فرضی، انگاشتی",[sound:TPO25/supposition.mp3]
T25,R,P3,stems (noun),/stɛms/ - noun,The main body or stalk of a plant,ساقه‌ها,The plant's stems support its leaves and flowers.,"ساقه (اسم)
stems (noun)
---
چوب منحنی شکل متصل بجلو کشتی",[sound:TPO25/stems_noun.mp3]
T25,R,P3,stems (verb),/stɛmz/ - verb,Originates from or is caused by,ناشی شدن از,The similarity stems from their shared evolutionary history.,"ساقه (فعل)
stems (verb)
---
چوب منحنی شکل متصل بجلو کشتی",[sound:TPO25/stems_verb.mp3]
T25,R,P3,other lines of evidence,/ˈʌðər laɪnz ʌv ˈevɪdəns/ - noun phrase,Additional proof or data supporting a theory,شواهد دیگر,Other lines of evidence support the hypothesis that plants evolved from algae.,"سایر مدارک
other lines of evidence
---
",[sound:TPO25/other_lines_of_evidence.mp3]
T25,R,P3,support the hypothesis that,/səˈpɔːrt ðə haɪˈpɑːθɪsɪs ðæt/ - verb phrase,Provide evidence that strengthens a proposed explanation,فرضیه را تایید کردن,DNA comparisons support the hypothesis that green algae are closely related to land plants.,"از این فرضیه حمایت می کند که
support the hypothesis that
---
",[sound:TPO25/support_the_hypothesis_that.mp3]
T25,R,P3,accessory pigments,/əkˈsesəri ˈpɪɡmənts/ - noun phrase,Pigments that assist in photosynthesis but are not the primary chlorophyll,رنگدانه‌های کمکی,Green algae use the same type of chlorophyll and accessory pigments as land plants.,"رنگدانه های جانبی
accessory pigments
---
",[sound:TPO25/accessory_pigments.mp3]
T25,R,P3,This would not be true of sth,/ðɪs wʊd nɒt bi truː ʌv sʌmθɪŋ/ - sentence,This does not apply to something,این در مورد چیزی صدق نمی‌کند,This would not be true of red or brown algae.,"این در مورد sth صادق نخواهد بود
This would not be true of sth
---
",[sound:TPO25/This_would_not_be_true_of_sth.mp3]
T25,R,P3,"If so,",/ɪf soʊ/ - conjunction,If this is the case,اگر چنین است,"If so, the algae had to adapt to varying freshwater conditions.","اگر چنین است،
If so,
---
در صورت مثبت، اگر هست، اگر چنین است",[sound:TPO25/If_so.mp3]
